replay_id,session_id,visit_id,move_count,chunk_entropy_score,raw_movements
7fc0b7bd-a258-4a49-bd45-07abd00360dc,13305798-8807-55d1-a1d8-9f667394259d,20f177fd-5fea-5e77-8f25-44cb1683408a,1,0.000000,"[{""x"":205.0,""y"":23.0,""timeOffset"":0}]"
bb1fe0d7-8a4c-44be-bdbd-07d6ebf2c6f3,13305798-8807-55d1-a1d8-9f667394259d,20f177fd-5fea-5e77-8f25-44cb1683408a,1,0.000000,"[{""x"":338.0,""y"":103.0,""timeOffset"":0}]"
fdb65d06-710d-4d33-9d8c-93644341bb65,29aaab52-cc43-545b-a11a-35a041dce850,ad0d94a1-50f6-54b1-878d-a540c51b6a51,1,0.000000,"[{""x"":320.0,""y"":42.0,""timeOffset"":0}]"
59260ddb-2d80-4eb9-8e2c-e0f24b8ebb29,29aaab52-cc43-545b-a11a-35a041dce850,ad0d94a1-50f6-54b1-878d-a540c51b6a51,1,0.000000,"[{""x"":290.0,""y"":540.0,""timeOffset"":0}]"
d4d2fa36-d348-4778-af94-231979d222d6,29aaab52-cc43-545b-a11a-35a041dce850,ad0d94a1-50f6-54b1-878d-a540c51b6a51,1,0.000000,"[{""x"":253.0,""y"":628.0,""timeOffset"":0}]"
e1aa979c-f86b-4e25-a886-d8ceb546482f,29aaab52-cc43-545b-a11a-35a041dce850,ad0d94a1-50f6-54b1-878d-a540c51b6a51,1,0.000000,"[{""x"":319.0,""y"":37.0,""timeOffset"":0}]"
e82dde0e-26d4-45f1-957b-426b0f56d42b,29aaab52-cc43-545b-a11a-35a041dce850,ad0d94a1-50f6-54b1-878d-a540c51b6a51,1,0.000000,"[{""x"":267.0,""y"":523.0,""timeOffset"":0}]"
2fc9c9ec-8d6a-4e4e-83c9-7ffc1bcac5fb,29aaab52-cc43-545b-a11a-35a041dce850,ad0d94a1-50f6-54b1-878d-a540c51b6a51,1,0.000000,"[{""x"":319.0,""y"":505.0,""timeOffset"":0}]"
e6aebb45-6cb8-45a6-afba-e9c2c9798970,29aaab52-cc43-545b-a11a-35a041dce850,ad0d94a1-50f6-54b1-878d-a540c51b6a51,1,0.000000,"[{""x"":135.0,""y"":440.0,""timeOffset"":0}]"
fb065d16-658a-4397-a9b6-825100e5b9f8,ef7d3889-c79a-5bcb-a746-b4507cb60c7c,83520eef-645e-534f-b176-c3f77884c0b5,1,0.000000,"[{""x"":71.0,""y"":165.0,""timeOffset"":0}]"
a9c62d7b-a598-44b0-983c-0db3d07d7b8d,ef7d3889-c79a-5bcb-a746-b4507cb60c7c,83520eef-645e-534f-b176-c3f77884c0b5,1,0.000000,"[{""x"":176.0,""y"":156.0,""timeOffset"":0}]"
8311007a-0e23-433e-960f-07c192375a7d,8fd3a136-ec8c-56b0-a3a2-4856462f3636,a63e1df2-8af0-5180-950c-e6d17bd90ec1,1,0.000000,"[{""x"":157.0,""y"":454.0,""timeOffset"":0}]"
06fcbcad-5a66-4d1d-b504-50cdfedb8c52,6ecd1cff-6df5-55af-a842-2a1c0fd2886d,a5fa7b4c-116e-5ca1-8dc0-0634177c6fc1,4,0.918296,"[{""x"":2.0,""y"":421.0,""timeOffset"":0},{""x"":2.0,""y"":420.0,""timeOffset"":0},{""x"":4.0,""y"":419.0,""timeOffset"":-463},{""x"":4.0,""y"":418.0,""timeOffset"":-262}]"
0f115742-891e-4d39-b66f-7de1efd08c2a,c3b97af5-dec6-56d9-9577-6bd31380acd2,6f55eb9c-af83-5402-abf2-53369725ff57,2,0.000000,"[{""x"":475.0,""y"":601.0,""timeOffset"":-480},{""x"":475.0,""y"":601.0,""timeOffset"":-190}]"
c214af5a-889a-41be-bbca-958ef620636d,7d178c22-580e-503e-83b1-06d14ba55752,3fa57614-db6b-5099-ab70-8207070fcc64,2,-0.000000,"[{""x"":202.0,""y"":141.0,""timeOffset"":0},{""x"":234.0,""y"":148.0,""timeOffset"":0}]"
